id,documentation,thriller,sport,history,scifi,european,romance,horror,war,action,crime,reality,animation,family,drama,fantasy,comedy,western,music
tm18904,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm7936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm47773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm17190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
ts13052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm49734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm367629,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm42997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm27389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm125428,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
tm109016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm127126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm256343,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ts27238,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ts25108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
tm5434,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm90971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm187845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm61365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm39929,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tm17838,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tm107449,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm14809,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
tm20258,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tm103855,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm8338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm48874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm239871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm190512,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
tm14194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm107448,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
tm13320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm187225,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
tm10265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm68903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm182449,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
tm115358,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm110981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm474243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm107248,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
tm27226,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
tm111915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm192636,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tm792928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm326295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm128072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm42427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm47865,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tm115809,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm188120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm104356,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tm480864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm106598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm191921,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
tm184098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm43138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm52117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
tm26586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tm69039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm124068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm25962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm189439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm131174,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tm190231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm26328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm26437,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
tm53521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm114977,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
tm10104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm10659,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tm57394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm125149,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ts38808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tm9229,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
tm110532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm16433,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
tm49179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm109106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tm117314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm9856,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm59392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm104822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm189865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm316405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
tm109818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm50590,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm115143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm191983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm110169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm45723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tm126092,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm788923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm190421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm345578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm192032,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
tm117437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm203581,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
tm189309,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tm455118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm751026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm125779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm329262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm114830,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
tm184335,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tm115537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ts39642,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tm446769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm65492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
tm228721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm49482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm791277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm28874,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tm13149,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm128285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm257120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm23434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tm473597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm191223,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
tm185790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm113284,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm115820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm55328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tm58893,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
tm256778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm44274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm58552,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
tm42187,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm64070,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tm128035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ts44314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm14191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm769507,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm13827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
tm25789,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm189124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts246865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tm213521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1036981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm192213,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ts27243,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
tm199470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm57193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm21579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm54394,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
tm230455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
tm406354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm11620,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
tm49173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm26653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm103443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm61202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm27441,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tm39134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm196365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm25690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm191600,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm25675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm109755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm192650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm9397,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
tm24064,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm231880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm8505,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
tm190288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tm256686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm113226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm10129,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
tm106397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm12774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm203696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm53257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm19309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm256669,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tm416466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm6395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm332311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm44884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm183883,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm110676,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
tm118690,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm116395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm193173,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
tm466045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm16525,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm23595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm334881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts71025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm129539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm978430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm12563,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm322360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm13621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm117500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ts28352,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
tm195452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm106168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm41169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm108009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
tm6851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm106306,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
tm182345,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm9286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm989887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm210162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm9387,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm117368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm109465,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm194016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm109756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm232696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm342278,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tm14537,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tm215307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm110852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm608290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm8243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm14570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm38007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm45164,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
tm9718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
tm187177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm114997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tm771725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm222630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm907472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm781927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm105014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm20440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm310881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm21178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm125641,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tm674374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tm24538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm256697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm41679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm54854,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
tm764788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm192989,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tm308068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm767031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm256463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm105398,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tm106938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm17791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm116419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1060917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm119793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm116462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm780435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm47797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm14083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm371580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm115536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm191083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm108440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm191725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tm310535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm206368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1048805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm19907,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm465919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm607952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm639678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1093365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm186028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tm316512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm193797,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
tm569865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm571274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm335480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm787892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm720996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm569671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm330954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm114200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm767133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts7242,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
tm12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm21758,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tm116502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
tm67302,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm793510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm192917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm319236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tm189236,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm117324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm947048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm54991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm189044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm8376,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
tm125219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm350467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
tm771230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tm5712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm126766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm59229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm241976,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tm10428,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tm9130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm194889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm190058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm306872,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm756031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm21231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tm26163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
tm331952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm7969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm8522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tm192473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tm254942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm771437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm319165,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm766072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm795306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm785002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tm127953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm21087,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
tm424606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm81482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ts21483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ts22280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
